id,agent_display,date_display,title_display,full size,medium web,screen presentation
null,anon,13th c.,six-apostles-detail-of-st-paul,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=MiRGzyQtHO4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dH8ZyasESFo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=tlMoqEkUu-I=
null,anon,1260s,the-lamentation-detail-of-left-side,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1I-CuiBu_sY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ldCBHy44mjU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=GZz_3gKJElU=
null,anon,1283,st-clare-with-scenes-from-her-life,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xluB7k8dgm0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=RvqEck-xddg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xV5m9ueddCE=
null,anon,1250,crucifixion,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ywbNb9qm_OY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=vAhCI86pLuM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ariDPSDaPD4=
null,anon,13th c,crucifix-detail-of-christs-head,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=exogC1_9PBc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Guq3DrqgXSY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=DTo-2Wb-7go=
null,anon,1475-1499,st-demetrios-of-thessalonike-from-pskov,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bJOfGqRbhdY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=0y37uu3wkv0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=vnXcHTMfDyE=
null,anon,-,st-francis-with-scenes-from-his-life,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=rgorYOfk1Bg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dnfn4SCj7WI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4WQwnwWut8Y=
null,anon,13th.c.,st-francis-and-scenes-of-his-life,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=joifen6Ez0s=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=urXrsdGjem0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=36lz6xa564M=
null,anon,1260s,the-crucifixion-detail-of-left-side,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_wSQWo24SOg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=XIaiftpFTpc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5eizHVPAdxI=
null,anon,13th c.,the-people-doing-homage-to-federico-ii,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=RRs4vl0IMZ0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ETUs3hia8So=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=AwwHp3K1B1w=
null,anon,1246,above-the-last-judgement-below-l-to-r-constantine-restores-the-innocent-children-to-their-mothers-the-dream-of-constantine-journey-to-the-mass-at-soratte,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9eQ9RXEP5VA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=2qZuoDKlnDs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=soacD2Ya1qY=
null,anon,1246,the-officium-stratoris,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oUwsaY3tyX8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ixRR2tTPqnA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=mtedn-UfWuU=
null,anon,1246,the-donation-of-constantine,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=rxt0O_gQxkw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bUL28QCXm3E=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=TATfxatt0Z8=
null,anon,1290s,st-gregory,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Fkgat7HlrcM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=BmsFXqtx6ec=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qhZZGd66veI=
null,anon,-,st-francis-preaching-to-the-birds,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=6acubZUL34M=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=JdLdRRVC0g8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=XteA0_qo5W4=
null,anon,1260s,renunciation-of-worldly-goods,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=B7nQLsG6rAw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=hjxWZMvpfwk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=uE4zC8S2E-c=
null,anon,1260s,the-dream-of-innocent-iii-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_A4VAH2-3UQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4F-mDQoeKvY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=uPrSQLRp55I=
null,anon,1290s,pentecost-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bhwGmKJ4n6Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=i3NOjUIL-YI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3CA-z25N8oU=
null,anon,1260s,st-francis-preaching-to-the-birds,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=q0KsIuSkNvg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=pZxeTcSgjvs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=S-L0X6BhiIY=
null,anon,1260s,st-francis-preaching-to-the-birds-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CCLtYZlAkCU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=n__43F5To0A=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=fZcVchRUChM=
null,anon,13th.c.,crucifixion-of-st-peter,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=fS2mHf9Kxzg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SUkp3LBiX44=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=d1OYb8IGC34=
null,anon,1290s,st-peter,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=OTkSsBxnGFo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SgM1y8E6YJI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EU3LQ7x9Vpc=
null,anon,-,st-francis-renounces-worldly-goods,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3B_KCQ8DdpI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EQvn-wzqOyc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CK1GsAKTGjQ=
null,anon,-,joachim-and-anna-the-distribution-of-alms,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=r12MlJZ801c=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=8qi-HnLJi38=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=BrgbHVPtl58=
null,anon,1290s,isac-legend-isac-replaces-his-brother-esau-detail-of-the-head-of-isac,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=LUcjDaWAK3c=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ID11e0mL2tQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=2Iy4bAWhkYk=
null,anon,-,isac-legend-isac-replaces-his-brother-esau,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=0E6e2dFWhxQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Y1DtehIca7c=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=y8uAA4Cekq0=
null,anon,1290s,the-retrieval-of-the-chalice-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=uCwzwYiLwsc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=umyZ61P32LU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Y_ftZgTouPU=
null,anon,-,issac-legend-isac-replaces-his-brother-esau,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=z4RzKiwmsrw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4gjhKheKkyg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5txFit27k1A=
null,anon,1290s,isac-legend-isac-replaces-his-brother-esau,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=s6jdvozcXWs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_jG1e-NiT30=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SLiMi3HQhkE=
null,anon,-,isac-legend-abarahams-sacrifice-of-isac,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=eFE1X_NDPAo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=wVHM7WRphZo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Y4JcDrm-WWk=
null,anon,-,legend-of-st-francis-north-wall-third-bay-scenes-iv-vi,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=iydhYlrUTAc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=E5khxE7Dv24=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bFSrE6RKxGs=
null,anon,14th.c.,virgin-and-child,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CSq7MkMFrlg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=g-BBu-N3mT4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=QnXKLdsRWo4=
null,anon,1290s,isac-legend-isac-replaces-his-brother-esau-detail-of-figures-on-right,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CapO4_NgGx0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=YM0IoitsnlU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=OAPcM6WvOxA=
null,anon,1290s,isac-legend-isac-blessing-jacob,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4aJQuSZq_gI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=B_x-nsFRW0w=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZeFKeRxl_M4=
null,anon,14th century,legend-of-st-francis-north-wall-fourth-bay-scenes-i-iii,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=-ygJLOKDV6w=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Vu6fJ_4zVP0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oPUBdRxNm-U=
null,anon,14th.c.,virgin-and-child,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=KOEPeWtvLcc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=rZgkUhsJbw0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=aYMgFfpus_c=
null,anon,-,miracle-of-the-crucifix,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=H1JCF36rPf4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZBtudNSfr9I=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dR-16mAlONU=
null,anon,-,st-francis-and-the-simple-man,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=F14QunUsWQ8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xWDg2za4u2k=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Awqk0CHkoT8=
null,anon,-,legend-of-st-francis-south-wall-second-bay-scenes-xx-xxii,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=JeUG1a1FbXk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=PbqWvw_6MnM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Gl6ugzQBhOg=
null,anon,-,legend-of-st-francis-south-wall-first-bay-scenes-xvi-xix,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1-vtO7Cd7A0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3P8L4cCHloU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=aItRiI_aO0c=
null,anon,14th.c.,virgin-and-child-with-donor,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bZ6_C4JKz_Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_SYKTIWnOG4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=nPzuZMUw1nk=
null,anon,-,legend-of-st-francis-south-wall-third-bay-scenes-xxiii-xxv,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=tzkv3GQDXxA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=HEsJRnk-KV8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ojgj9biP9nY=
null,anon,-,legend-of-st-francis-south-wall-fourth-bay-scenes-xxvi-xxviii,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5XR7jjAxKG0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=K4V-Rv5dWeo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=2jxzZ1OeYLA=
null,anon,-,miracle-of-the-crucifix-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=m3pBdgWQ1OA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=lzk4l4y6KUI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1vqsX_SLa1U=
null,anon,-,the-dream-of-the-palace,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=pyZze3xRcGc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=rFzKBpcJ0H0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=rIDyynjDTeQ=
null,anon,-,st-francis-gives-his-cloak-to-a-poor-knight,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=PC6xyCfPLS8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=gYQ_pVZplO8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=RvMrZPX8DtY=
null,anon,-,st-francis-gives-his-cloak-to-a-poor-knight-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=81vRyCZe17E=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=wYmI5WvowIk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=avQqYVDtJqg=
null,anon,-,the-visitation,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bbtQWpqmEYE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=n9lFrhMO7SE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=n2fXMv-F-ro=
null,anon,-,legend-of-st-francis-the-confirmation-of-the-rule,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=u0YRe-SYv3o=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ir8XxwOZKXk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=994AmBvjkz4=
null,anon,-,vision-of-the-fiery-chariot,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SlR658aDdYY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=uaRsloJKOzM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=8k7LQSW8i2k=
null,anon,-,st-francis-renounces-worldly-goods-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=zU3I8N0MT6A=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=motIDc7uzzE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=F7b23DWCE2c=
null,anon,-,the-confirmation-of-the-rule,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=zE5tkSJZHIs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=MEgK2O8vm_E=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=jp7tB38lDVc=
null,anon,-,the-dream-of-pope-innocent-iii-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=0HBEL1B5dp8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=miY-BAzvQH4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=2fgtgQr48wE=
null,anon,-,the-dream-of-pope-innocent-iii-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=v0HuNd0JPns=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=OIQCZvPexbM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ha21BMF5kLU=
null,anon,by 1307,st-nicholas-saves-three-innocent-men-from-excution,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=TdXwivbEn-Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dqLG8Mvuejk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=w74toYcnT5Q=
null,anon,-,legend-of-st-francis-vision-of-the-fiery-chariot,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=drNbORB4V28=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=cQvLKvuAw6Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ec0GCI4btpU=
null,anon,by 1307,st-nicholas-pardons-the-consul,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=NVQrl13VQ60=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qUBjtsv1SYw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=K3phswZKcq4=
null,anon,-,the-dream-of-innocent-iii-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=441W4h9hu0o=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=2HqXawawtxA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qyY4WyiNkV8=
null,anon,-,the-miracle-of-the-spirelli-girl,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=NYkdEPvBp4M=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=C2hnP2z4WeY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SgspYNhpntA=
null,anon,-,noli-me-tangere,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ji3Ebxn7SVU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=icl4jfo745g=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oqmhjLY5QuY=
null,anon,-,the-visitation,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=yiYsefQsqHk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=8tT2ZLgsWJI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=gNC_QsYg2KA=
null,anon,-,presentation-of-christ-in-the-temple,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=7jo9Il0jevQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=tHnZFgbsW2k=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=AOa8rWuCPeA=
null,anon,-,the-adoration-of-the-magi,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SxxOX1AldlQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ai5GWB5flFs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=H71NdWlNCy8=
null,anon,-,the-nativity,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=BWO6nlkR5tA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EeIu9P4-lGE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=h-IcLA59ewA=
null,anon,-,the-nativity,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=hbOAXBxy3hA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=YjMGr6oYYXU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oPKl3NjNlgs=
null,anon,-,the-crucifixion,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=c8hNztGZVcA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4W5KYBThZUs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qgHTKhd1-PA=
null,anon,-,the-holy-family-returning-to-nazareth,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5iJOArno0p4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1UxWUideq6E=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Xprjifs8DH0=
null,anon,-,the-flight-into-egypt,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=g2-uX5VhR7Y=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Y7RVf4xuSxs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=RSExUxy6BKs=
null,anon,-,massacre-of-the-innocents,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=r0s5xEXUENk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=fjMhfkWDqi8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=hHKJ5UOQ9wI=
null,anon,1290,the-betrayal-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=GwR7aEZNgZg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EQqP8W_MDd0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=u8l5pZEitN4=
null,anon,-,christ-disputes-with-the-doctors-in-the-temple,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3yuyQGs1zMs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=7FHPqyoHBKw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=T-Ght3oOyBE=
null,anon,1290,the-betrayal,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SkgUbVZPMXc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4is3V-mHlQA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Bj3Ad-5iMZ8=
