id,path,label,class_name
4-2,..\wikipaintings_small\wikipaintings_train\Art_Nouveau_(Modern)\akseli-gallen-kallela_lake-keitele-1905.jpg,3,Art_Nouveau_(Modern)
4-3,..\wikipaintings_small\wikipaintings_train\Art_Nouveau_(Modern)\akseli-gallen-kallela_spring-study-for-the-jus-lius-mausoleum-frescos-1903.jpg,3,Art_Nouveau_(Modern)
4-4,..\wikipaintings_small\wikipaintings_train\Art_Nouveau_(Modern)\akseli-gallen-kallela_study-for-the-fresco-ilmarinen-ploughing-the-viper-field-1900.jpg,3,Art_Nouveau_(Modern)
4-5,..\wikipaintings_small\wikipaintings_train\Art_Nouveau_(Modern)\akseli-gallen-kallela_symposium-1894.jpg,3,Art_Nouveau_(Modern)
4-6,..\wikipaintings_small\wikipaintings_train\Art_Nouveau_(Modern)\akseli-gallen-kallela_the-defense-of-the-sampo-1896.jpg,3,Art_Nouveau_(Modern)
4-7,..\wikipaintings_small\wikipaintings_train\Art_Nouveau_(Modern)\akseli-gallen-kallela_the-fratricide-1897.jpg,3,Art_Nouveau_(Modern)
4-8,..\wikipaintings_small\wikipaintings_train\Art_Nouveau_(Modern)\akseli-gallen-kallela_the-lair-of-the-lynx-1906.jpg,3,Art_Nouveau_(Modern)
4-9,..\wikipaintings_small\wikipaintings_train\Art_Nouveau_(Modern)\akseli-gallen-kallela_the-poster-bilbol-1907.jpg,3,Art_Nouveau_(Modern)
4-10,..\wikipaintings_small\wikipaintings_train\Art_Nouveau_(Modern)\aladar-korosfoi-kriesch_cassandra-1908.jpg,3,Art_Nouveau_(Modern)
5-1,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_a-boor-asleep.jpg,4,Baroque
5-2,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_drinkers-in-the-yard.jpg,4,Baroque
5-3,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_dune-landscape-by-moonlight.jpg,4,Baroque
5-4,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_farmers-fight-party.jpg,4,Baroque
5-5,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_feeling.jpg,4,Baroque
5-6,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_fumatore.jpg,4,Baroque
5-7,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_in-the-tavern-1.jpg,4,Baroque
5-8,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_inn-with-drunken-peasants.jpg,4,Baroque
5-9,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_interior-of-a-tavern.jpg,4,Baroque
5-10,..\wikipaintings_small\wikipaintings_train\Baroque\adriaen-brouwer_interior-with-smokers-1632.jpg,4,Baroque
6-1,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_abstract-painiting-1963.jpg,5,Color_Field_Painting
6-2,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_abstract-painting-1957.jpg,5,Color_Field_Painting
6-3,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_abstract-painting-1961.jpg,5,Color_Field_Painting
6-4,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_abstract-painting-1966-1.jpg,5,Color_Field_Painting
6-5,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_abstract-painting-1966.jpg,5,Color_Field_Painting
6-6,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_abstract-painting-blue-1953-1.jpg,5,Color_Field_Painting
6-7,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_abstract-painting-blue-1953.jpg,5,Color_Field_Painting
6-8,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_abstract-painting-no-9-1966.jpg,5,Color_Field_Painting
6-9,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_abstract-painting-red-1952.jpg,5,Color_Field_Painting
6-10,..\wikipaintings_small\wikipaintings_train\Color_Field_Painting\ad-reinhardt_untitled-1966.jpg,5,Color_Field_Painting
7-1,..\wikipaintings_small\wikipaintings_train\Cubism\adolf-fleischmann_hommage-delaunay-et-gleizes-1938.jpg,6,Cubism
7-2,..\wikipaintings_small\wikipaintings_train\Cubism\afro_cronaca-autobiographia-1953.jpg,6,Cubism
7-3,..\wikipaintings_small\wikipaintings_train\Cubism\albert-gleizes_composition-for-jazz-1915.jpg,6,Cubism
7-4,..\wikipaintings_small\wikipaintings_train\Cubism\albert-gleizes_femme-au-fauteuil-1923.jpg,6,Cubism
7-5,..\wikipaintings_small\wikipaintings_train\Cubism\albert-gleizes_femme-cubiste-1921.jpg,6,Cubism
7-6,..\wikipaintings_small\wikipaintings_train\Cubism\albert-gleizes_femmes-cousant-1913.jpg,6,Cubism
7-7,..\wikipaintings_small\wikipaintings_train\Cubism\albert-gleizes_figure-cubiste-1921.jpg,6,Cubism
7-8,..\wikipaintings_small\wikipaintings_train\Cubism\albert-gleizes_houses-in-a-valley-1910.jpg,6,Cubism
7-9,..\wikipaintings_small\wikipaintings_train\Cubism\albert-gleizes_landscape-with-bridge-and-viaduct-1910.jpg,6,Cubism
7-10,..\wikipaintings_small\wikipaintings_train\Cubism\albert-gleizes_landscape-with-chimneys-1913.jpg,6,Cubism
8-1,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_crucifixion-1.jpg,7,Early_Renaissance
8-2,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_crucifixion-and-saints.jpg,7,Early_Renaissance
8-3,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_david-with-the-head-of-goliath.jpg,7,Early_Renaissance
8-4,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_dormition-of-the-virgin.jpg,7,Early_Renaissance
8-5,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_equestrian-monument-to-niccolo-da-tolentino-1456.jpg,7,Early_Renaissance
8-6,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_eve.jpg,7,Early_Renaissance
8-7,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_farinata-degli-uberti.jpg,7,Early_Renaissance
8-8,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_giovanni-boccaccio.jpg,7,Early_Renaissance
8-9,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_god-the-father-1442.jpg,7,Early_Renaissance
8-10,..\wikipaintings_small\wikipaintings_train\Early_Renaissance\andrea-del-castagno_holy-trinity-with-st-jerome.jpg,7,Early_Renaissance
9-1,..\wikipaintings_small\wikipaintings_train\Expressionism\abidin-dino_drawing-pain-1968.jpg,8,Expressionism
9-2,..\wikipaintings_small\wikipaintings_train\Expressionism\abidin-dino_legendes-a-venir-theatre-poster-1972.jpg,8,Expressionism
9-3,..\wikipaintings_small\wikipaintings_train\Expressionism\abidin-dino_legendes-a-venir-theatre-poster.jpg,8,Expressionism
9-4,..\wikipaintings_small\wikipaintings_train\Expressionism\abidin-dino_self-portrait-1973.jpg,8,Expressionism
9-5,..\wikipaintings_small\wikipaintings_train\Expressionism\ad-reinhardt_a-page-by-ad-reinhardt.jpg,8,Expressionism
9-6,..\wikipaintings_small\wikipaintings_train\Expressionism\ad-reinhardt_ho-to-look-at-an-artist.jpg,8,Expressionism
9-7,..\wikipaintings_small\wikipaintings_train\Expressionism\ad-reinhardt_how-to-look-at-a-spiral-1946.jpg,8,Expressionism
9-8,..\wikipaintings_small\wikipaintings_train\Expressionism\adam-baltatu_fantastic-landscape.jpg,8,Expressionism
9-9,..\wikipaintings_small\wikipaintings_train\Expressionism\adolf-fleischmann_harbour-1928.jpg,8,Expressionism
9-10,..\wikipaintings_small\wikipaintings_train\Expressionism\adolf-fleischmann_sill-life-with-fruits-mussels-and-a-bottle.jpg,8,Expressionism
10-1,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_baptism-of-the-people-1517.jpg,9,High_Renaissance
10-2,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_charity.jpg,9,High_Renaissance
10-3,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_christ-at-the-scourge-column.jpg,9,High_Renaissance
10-4,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_christ-the-redeemer.jpg,9,High_Renaissance
10-5,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_domenico-di-jacopo-di-matteo-called-becuccio-bicchieraio.jpg,9,High_Renaissance
10-6,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_head-of-a-child.jpg,9,High_Renaissance
10-7,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_head-of-a-young-man.jpg,9,High_Renaissance
10-8,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_head-of-child.jpg,9,High_Renaissance
10-9,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_holy-family.jpg,9,High_Renaissance
10-10,..\wikipaintings_small\wikipaintings_train\High_Renaissance\andrea-del-sarto_last-supper.jpg,9,High_Renaissance
11-1,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_air-terjun.jpg,10,Impressionism
11-2,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_bamboo-forest.jpg,10,Impressionism
11-3,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_indonesian-landscape-1.jpg,10,Impressionism
11-4,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_indonesian-landscape-2.jpg,10,Impressionism
11-5,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_indonesian-landscape-4.jpg,10,Impressionism
11-6,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_indonesian-landscape-5.jpg,10,Impressionism
11-7,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_indonesian-landscape.jpg,10,Impressionism
11-8,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_landscape-mountain.jpg,10,Impressionism
11-9,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_landscape-of-paddy-field.jpg,10,Impressionism
11-10,..\wikipaintings_small\wikipaintings_train\Impressionism\abdullah-suriosubroto_menuju-danau.jpg,10,Impressionism
12-1,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_bloom-1990-1.jpg,11,Magic_Realism
12-2,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_deniz-k-st-1979.jpg,11,Magic_Realism
12-3,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_flower-1970-1.jpg,11,Magic_Realism
12-4,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_flower-1970.jpg,11,Magic_Realism
12-5,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_flower-2.jpg,11,Magic_Realism
12-6,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_flower-3.jpg,11,Magic_Realism
12-7,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_flower.jpg,11,Magic_Realism
12-8,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_hand-1950.jpg,11,Magic_Realism
12-9,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_hand-and-the-eye-of-needle-1980.jpg,11,Magic_Realism
12-10,..\wikipaintings_small\wikipaintings_train\Magic_Realism\abidin-dino_hand.jpg,11,Magic_Realism
13-1,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_a-portrait-of-giuliano-di-piero-de-medici.jpg,12,Mannerism_(Late_Renaissance)
13-2,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_adoration-of-the-cross-with-the-brazen-serpent.jpg,12,Mannerism_(Late_Renaissance)
13-3,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_adoration-of-the-shepherds.jpg,12,Mannerism_(Late_Renaissance)
13-4,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_alessandro-de-medici.jpg,12,Mannerism_(Late_Renaissance)
13-5,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_allegorical-portrait-of-dante-1530.jpg,12,Mannerism_(Late_Renaissance)
13-6,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_allegory-of-happiness-1564.jpg,12,Mannerism_(Late_Renaissance)
13-7,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_altarpiece.jpg,12,Mannerism_(Late_Renaissance)
13-8,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_an-allegory-with-venus-and-cupid.jpg,12,Mannerism_(Late_Renaissance)
13-9,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_christ-in-limbo-1552.jpg,12,Mannerism_(Late_Renaissance)
13-10,..\wikipaintings_small\wikipaintings_train\Mannerism_(Late_Renaissance)\agnolo-bronzino_christ-on-the-cross.jpg,12,Mannerism_(Late_Renaissance)
14-1,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_aspiration-1960.jpg,13,Minimalism
14-2,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_black-1.jpg,13,Minimalism
14-3,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_columns.jpg,13,Minimalism
14-4,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_desert-rain-1957.jpg,13,Minimalism
14-5,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_drops-1961.jpg,13,Minimalism
14-6,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_falling-blue-1963.jpg,13,Minimalism
14-7,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_grattitude-2001.jpg,13,Minimalism
14-8,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_happy-holiday-1999.jpg,13,Minimalism
14-9,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_happy-valley-1967.jpg,13,Minimalism
14-10,..\wikipaintings_small\wikipaintings_train\Minimalism\agnes-martin_homage-to-greece-1959.jpg,13,Minimalism
15-1,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_anbetung-der-k-nige-1939.jpg,14,NaÃ¯ve_Art_(Primitivism)
15-2,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_berlingen-seen-from-the-untersee-1926.jpg,14,NaÃ¯ve_Art_(Primitivism)
15-3,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_birds-on-riser-1944.jpg,14,NaÃ¯ve_Art_(Primitivism)
15-4,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_bl-hender-schlangenkaktus-vor-seelandschaft-1944.jpg,14,NaÃ¯ve_Art_(Primitivism)
15-5,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_blauer-wintertag-mit-schienerberg-1940.jpg,14,NaÃ¯ve_Art_(Primitivism)
15-6,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_blue-tit-on-a-brach-of-a-larch-1946.jpg,14,NaÃ¯ve_Art_(Primitivism)
15-7,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_edge-of-the-forest-near-langenargen-1917.jpg,14,NaÃ¯ve_Art_(Primitivism)
15-8,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_goldregen-im-eugensberg-1928.jpg,14,NaÃ¯ve_Art_(Primitivism)
15-9,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_graue-winterlandschaft-bei-mannenbach-1940.jpg,14,NaÃ¯ve_Art_(Primitivism)
15-10,..\wikipaintings_small\wikipaintings_train\NaÃ¯ve_Art_(Primitivism)\adolf-dietrich_landschaft-mit-zaunk-nig-1952.jpg,14,NaÃ¯ve_Art_(Primitivism)
16-1,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_allegory-on-coin-of-dordrecht.jpg,15,Neoclassicism
16-2,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_an-extensive-river-landscape.jpg,15,Neoclassicism
16-3,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_boy-and-girl-looking-at-drawings.jpg,15,Neoclassicism
16-4,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_butcher-in-his-shop.jpg,15,Neoclassicism
16-5,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_cobbler-and-his-family.jpg,15,Neoclassicism
16-6,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_contemplation-of-a-drawing.jpg,15,Neoclassicism
16-7,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_fish-salesman-at-woman-and-chidren.jpg,15,Neoclassicism
16-8,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_hendrik-weymans-and-his-family.jpg,15,Neoclassicism
16-9,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_herdsmen-in-landscape.jpg,15,Neoclassicism
16-10,..\wikipaintings_small\wikipaintings_train\Neoclassicism\abraham-van-strij_interior-with-soldier-and-maid.jpg,15,Neoclassicism
17-1,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_alpine-landscape-with-church-1522.jpg,16,Northern_Renaissance
17-2,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_ascension-christ.jpg,16,Northern_Renaissance
17-3,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_battle-between-knights-and-mercenary.jpg,16,Northern_Renaissance
17-4,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_beautiful-mary-in-the-church-1519.jpg,16,Northern_Renaissance
17-5,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_beheading-of-john-the-baptist-1508.jpg,16,Northern_Renaissance
17-6,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_beheading-of-st-catherine-1506.jpg,16,Northern_Renaissance
17-7,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_calvary-1526.jpg,16,Northern_Renaissance
17-8,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_christ-on-the-cross.jpg,16,Northern_Renaissance
17-9,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_communion-of-the-apostles-1518.jpg,16,Northern_Renaissance
17-10,..\wikipaintings_small\wikipaintings_train\Northern_Renaissance\albrecht-altdorfer_crucifixion-1526.jpg,16,Northern_Renaissance
18-1,..\wikipaintings_small\wikipaintings_train\Pop_Art\aki-kuroda_cosmogarden-2011.jpg,17,Pop_Art
18-2,..\wikipaintings_small\wikipaintings_train\Pop_Art\aki-kuroda_flower-bench-2007.jpg,17,Pop_Art
18-3,..\wikipaintings_small\wikipaintings_train\Pop_Art\aki-kuroda_untitled-1995.jpg,17,Pop_Art
18-4,..\wikipaintings_small\wikipaintings_train\Pop_Art\aki-kuroda_untitled-2008.jpg,17,Pop_Art
18-5,..\wikipaintings_small\wikipaintings_train\Pop_Art\aki-kuroda_untitled-2012-1.jpg,17,Pop_Art
18-6,..\wikipaintings_small\wikipaintings_train\Pop_Art\aldo-mondino_am-strande-paris-1981.jpg,17,Pop_Art
18-7,..\wikipaintings_small\wikipaintings_train\Pop_Art\aldo-mondino_bela-balans-1965.jpg,17,Pop_Art
18-8,..\wikipaintings_small\wikipaintings_train\Pop_Art\aldo-mondino_cad-eva-americana-1966.jpg,17,Pop_Art
18-9,..\wikipaintings_small\wikipaintings_train\Pop_Art\aldo-mondino_caduta-di-stella-1968.jpg,17,Pop_Art
18-10,..\wikipaintings_small\wikipaintings_train\Pop_Art\aldo-mondino_capi-e-copricapi-1993.jpg,17,Pop_Art
19-1,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_autumn-day.jpg,18,Post-Impressionism
19-2,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_autumn.jpg,18,Post-Impressionism
19-3,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_barn-with-figures.jpg,18,Post-Impressionism
19-4,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_beyond-the-trees.jpg,18,Post-Impressionism
19-5,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_birch-trees-1911.jpg,18,Post-Impressionism
19-6,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_country-landscape.jpg,18,Post-Impressionism
19-7,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_early-spring-1913.jpg,18,Post-Impressionism
19-8,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_fall-scene.jpg,18,Post-Impressionism
19-9,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_landscape-with-animals.jpg,18,Post-Impressionism
19-10,..\wikipaintings_small\wikipaintings_train\Post-Impressionism\abraham-manievich_landscape.jpg,18,Post-Impressionism
20-1,..\wikipaintings_small\wikipaintings_train\Realism\abraham-manievich_flowers-vase-on-a-hamper.jpg,19,Realism
20-2,..\wikipaintings_small\wikipaintings_train\Realism\adolf-hitler_castle-battlements.jpg,19,Realism
20-3,..\wikipaintings_small\wikipaintings_train\Realism\adolf-hitler_flower-blossom-study.jpg,19,Realism
20-4,..\wikipaintings_small\wikipaintings_train\Realism\adolf-hitler_flowers-with-roots.jpg,19,Realism
20-5,..\wikipaintings_small\wikipaintings_train\Realism\adolf-hitler_informal-dining-room-long-view.jpg,19,Realism
20-6,..\wikipaintings_small\wikipaintings_train\Realism\adolf-hitler_sitting-room.jpg,19,Realism
20-7,..\wikipaintings_small\wikipaintings_train\Realism\adolf-hitler_the-courtyard-of-the-old-residency-in-munich-1913.jpg,19,Realism
20-8,..\wikipaintings_small\wikipaintings_train\Realism\adolf-hitler_the-munich-opera-house.jpg,19,Realism
20-9,..\wikipaintings_small\wikipaintings_train\Realism\adolf-hitler_the-old-building-in-stand-of-trees-1909.jpg,19,Realism
20-10,..\wikipaintings_small\wikipaintings_train\Realism\albert-anker_a-mouse-with-a-peanut.jpg,19,Realism
21-1,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_charlotte-sophia-of-mecklenburg-strelitz-1762.jpg,20,Rococo
21-2,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_general-sir-james-abercromby-also-spelled-abercrombie.jpg,20,Rococo
21-3,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_george-iii.jpg,20,Rococo
21-4,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_hon-mary-townshend-the-daughter-of-charles-townshend-2nd-viscount-townshend-of-raynham-and.jpg,20,Rococo
21-5,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_jean-jacques-rousseau.jpg,20,Rococo
