id,agent_display,date_display,title_display,full size,medium web,screen presentation
2377-119,rembrandt,1633,bust-of-a-young-woman-smiling-saskia-van-uylenburgh,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=q6MjLYbvTVo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=aEveSdabbyQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=N7LzK8dtidY=
2377-124,rembrandt,1635,christ-driving-the-moneychangers-from-the-temple,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3o4zrqELSXc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=-j5ASTEIggw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Dj9dOmJC23Y=
2377-570,rembrandt,1660s,family-group,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=8Im0-V18E00=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dHxfTFBtPf4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=98Nh3T3zYX0=
2377-42,rembrandt,-,john-the-baptist-preaching,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bX3LFM8Gyqc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=OFzGDaXTuN0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=sOwLRGAEQVQ=
2377-52,rembrandt,1660,portrait-of-a-young-man-resting-his-chin-on-his-hand-titus-the-artists-son,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=j4TEEL3QMvE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=aepUjGTmLrE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=cY7FldzR1NU=
2377-574,rembrandt,1660,portrait-of-a-young-man-seated-at-a-table-possibly-govaert-flinck,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=G5YajtpEkSM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=jqbk9AX4Ir8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=KDHQGncGfHk=
2377-58,rembrandt,1667,portrait-of-an-elderly-man,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=L1pZOxQeNWw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=hkxjwta-j4I=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=wEkal-XhwZk=
2377-372,rembrandt,1645,portrait-of-an-old-man,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CH1zv0ya7p8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=XGyiX9h5I_8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=rimpfMl1R1A=
2377-1,rembrandt,1669,self-portrait-at-the-age-of-63,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=0n5CvzVAyZU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Sd8y4fK2Vd4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CYIgDSsiiS8=
2377-6,rembrandt,1659,self-portrait-with-beret-and-turned-up-collar,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qz99UR9q610=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3TuhvqkvsfM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=jZBx_4-yXAA=
2377-7,rembrandt,1669,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=KWUvB8faslo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=GgPA5F-EvlE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=tjyxYRBqIVo=
2377-8,rembrandt,1659,self-portrait-with-beret-unfinshed,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=57mKFSe_YhY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SGS36eKDih4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=yCJhNVRUN2I=
2377-9,rembrandt,1659,self-portrait-with-beret-and-turned-up-collar-or-aged-51,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=J42zoO29QWg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=b1C6PtAhuCg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=NTT-87p5Iw0=
2377-10,rembrandt,1655,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=IcHbv5mYfjg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=fs1OHtXuajI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=tZsd3nQDCNM=
2377-11,rembrandt,1660,self-portrait-at-the-easel,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=nJia2AlcXEE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=J05Nh2UNVaM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xI780w9NAMI=
2377-12,rembrandt,1662,self-portrait-as-zeuxis,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=81_No7F7vS8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZsZDDhHut7E=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5MSqJb6Jl10=
2377-13,rembrandt,1661,self-portrait-as-the-apostle-paul,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=k628TEbZMvk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dxkhFXWIRZQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ns4USAW_v5o=
2377-14,rembrandt,1660,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=E2ReCe5RAVk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=-VAyM4rOasQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=st6auaYDWvw=
2377-15,rembrandt,1669,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=c_T1bGDNGKk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=o3fzqKp-wJw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=IzeafPzGQGU=
2377-16,rembrandt,1665-69,self-portrait-with-two-circles,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dekuPekIS3M=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=iCELGU41Jcc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=QZUkH-sSuuc=
2377-17,rembrandt,1655,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=plyQfL5OxfI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=NSGctaIf4KY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=a0k5dTZdfB0=
2377-18,rembrandt,1654,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=anaCEjrJKPo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=DBJ3v4H0mPA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=o9ekSR-oY2o=
2377-19,rembrandt,1659,self-portrait-with-beret,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9FdZK2YgdQo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=iZJGF87CkiM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Fkip9hPAqr0=
2377-20,rembrandt,1638,self-portrait-in-sixteenth-century-apparel,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1KW8ViSRiLQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9lN4J-40prM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4JXcxBzAc0Q=
2377-21,rembrandt,1652,large-self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=US1qgtgYOCI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=8Qa5ktAvhC0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=OdLm3maJIFg=
2377-23,rembrandt,1642,self-portrait-with-beret,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SCDHV7a0epQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4HZhi7yvUyg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_hXjNpw88D4=
2377-24,rembrandt,1639,self-portrait-with-bittern,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=WllkzJmX3uk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9XkH7yjI9uI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=2jZtH39wuc4=
2377-25,rembrandt,1630,self-portrait-smiling,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=fu_8dv_Ks-I=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=6j6uO2hkVPM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oAsgritSOkE=
2377-27,rembrandt,1650,full-length-self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CMw81NBHqXY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=RFigmjkdxOc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=npdaPtozlu0=
2377-104,rembrandt,1642,self-portrait-in-a-flat-cap-and-embroidered-dress,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=E9k6qOATQiw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qFz2yiK4mUU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=LWVBhY6jp-E=
2377-105,rembrandt,1642,self-portrait-in-a-flat-cap-and-embroidered-dress,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=l8A5m_RiW3Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=vJ8OLy4IYDs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=T7R3MZTE58A=
2377-183,rembrandt,1658,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=0bW9VOXQias=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=o7eDeotfeI8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Ppuj9DCkZQU=
2377-193,rembrandt,1645,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=pi9BlBE617o=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=wfi7DWAb3TU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=guEdtZKkiRU=
2377-194,rembrandt,1635-39,self-portrait-with-saskia--used-on-a-klm-menu,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZWCzOj7OQNM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9NeRaUTQwQo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=XZkHrXfnTEE=
2377-200,rembrandt,1639,self-portrait-leaning-on-a-stone-wall,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ByNd7uuTh5k=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Ywwf2aqQZ0U=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Vqs204yhhzg=
2377-201,rembrandt,1642,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=c5RyJVrWoX8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EIG8Abi2pJ4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Hv36zMWfyB8=
2377-202,rembrandt,1636,self-portrait-seated,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=UUWpWkMwR6Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=of9cGM3zEHw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=s8j2wq2ODAw=
2377-203,rembrandt,1641,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=JDEg4E5GtZw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=L9VBpV77OlY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SnWAeDxPUY4=
2377-204,rembrandt,1639,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9l7P7LMyfxU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=NmBDp0oZg28=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=AXmUeAKSzqI=
2377-205,rembrandt,1640,self-portrait-at-the-age-of-34,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ohJE4KBRhko=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=j6g2H2uiA4k=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=XtPmStGpFjA=
2377-206,rembrandt,1630,self-portrait-shouting,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=mBswtVVkiYg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=N3R3Q1bmLbM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9wWQFmwCBlc=
2377-207,rembrandt,1648,self-portrait-at-a-window-drawing-on-an-etching-plate,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bgUJ56hpLxM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=hB0somWVXss=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=TXxDj6D-Jls=
2377-208,rembrandt,1655,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=21tPg3rpEts=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=O9B3GQSNRG4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=6xIMo8fNEHM=
2377-209,rembrandt,1645,model-sheet-with-self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=sPBOwghd9Dw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=lYs2zCiR9lQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Wcpiq2wvcwc=
2377-210,rembrandt,1651,model-sheet-with-self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=H5ZYdBF9VNA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=k5pNPynlsiE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=6IGWrfhyhqY=
2377-212,rembrandt,1628-29,self-portrait-with-curly-hair,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=mIUrXvn3m4Y=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=k9WrmcMev00=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=PiHy-1SHMp4=
2377-213,rembrandt,1628,self-portrait-as-a-young-man,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=c4mVVGGEJJI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3KdFyDOmJB4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=gIyW9DfWgMU=
2377-214,rembrandt,1628,self-portrait-leaning-forward,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=OpC--PoHpzM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=PN74T6pMmp0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=g4pDjHRXTiQ=
2377-215,rembrandt,1635-38,self-portrait-with-beret,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CerQ3h3jiYo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=XOi4h2qvZpU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=LnI6vmWccLk=
2377-216,rembrandt,1628,self-portrait-with-wide-nose,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3QvI7Ux147k=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ES44yjYXKB4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5g_giTSglXc=
2377-217,rembrandt,1627-28,small-self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=2Sl-4ujqZsA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=8ZVs7TktnRs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oiv3zwdSwXo=
2377-218,rembrandt,1629,self-portrait-with-tousled-hair,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=brK2r88pKwY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=RHb5CRvDpBc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=vl-XRSyYosE=
2377-219,rembrandt,1629,self-portrait-with-plumed-beret,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=slFQYttuvhI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EwBZruchRw8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=y0hDX1OUcGQ=
2377-221,rembrandt,1629,self-portrait-as-a-young-man,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4dPUizvIN0c=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=lnUFgvGYyr8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=2icIYeByfgU=
2377-222,rembrandt,1629,self-portrait-open-mouthed,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=21bJn27tB54=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=U_49sgQa83g=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=GsfKfPQH7OA=
2377-223,rembrandt,1634,self-portrait-as-an-oriental,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=PDVM1Lho1gc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9LN4zrb6u-U=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=MXU4HT288Ww=
2377-224,rembrandt,1635,self-portrait-with-saskia-as-the-prodigal-son-in-the-tavern,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=aLWIfsWUN8M=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=R_D2RnzGEeY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=i94_e6tFm6M=
2377-225,rembrandt,1629,self-portrait-bareheaded,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=vueVFmzcnkA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=goy4GZeG_Ro=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=iYgM47fJp_M=
2377-226,rembrandt,1629,self-portrait-with-plumed-beret-detail-of-head,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Cpc5yry9D58=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1-kOH4dYgf0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZusORMEarVU=
2377-227,rembrandt,1630,self-portrait-with-an-angry-expression,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5R9H44FfXlA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=n8ID0iyRZKI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZAN_2-U54Ws=
2377-228,rembrandt,1630,self-portrait-wide-eyed,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qLlBmQDeZjA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=2-bR2rWG_Uo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=HCvewpVIfuo=
2377-229,rembrandt,1629,self-portrait-with-gorget,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=yX2AjVUfDbI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4lTZGkxkDr0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=BHWRok7Qf4k=
2377-230,rembrandt,1630,self-portrait-with-fur-hat-and-light-coloured-coat,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=piRY5ceFFUo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=n2xSWY52HSE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SAcuyDGUPBY=
2377-231,rembrandt,1630,self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EzmpM8XIG-Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_W42Quq8YqE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=jObHLNKXpjw=
2377-234,rembrandt,1634,self-portrait-as-an-oriental-potentate-with-a-kris,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=v6o39VTSN2Y=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9rYczcvMS_A=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=fh9dL8XAMGM=
2377-235,rembrandt,1630-31,self-portrait-in-a-cloak,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Xm0aY6pyKBQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=mqI2ANHAlEo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Gk60ZhW9_D4=
2377-236,rembrandt,1630,self-portrait-as-a-beggar,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=cQRG2GZDI24=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=juQYhqiOOeY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4K2pOOwK2zw=
2377-237,rembrandt,1631-33,self-portrait-with-hat-hand-on-hip,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=UbbdbJiKQiM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=zob5iwCNYYI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=mVGosa4N9G8=
2377-238,rembrandt,1630-31,self-portrait-with-beret-and-gold-chain,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1PcPOnnZdeE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Mi07O9SP_fU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=KQG0JGyB7T0=
2377-239,rembrandt,1631,self-portrait-with-cap-pulled-forward,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4OEh_rwEcrQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=DzGPQ_Zuueo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=VLo03v-FQqk=
2377-240,rembrandt,1631,model-sheet-with-self-portrait,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=K8Wp0YnjILc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ESkP6XJ0RGc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=6lmn_-iYl80=
2377-241,rembrandt,1631,self-portrait-in-oriental-attire,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SPN4003cvWk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=QjEbommxNYo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Unn7tIgEUDY=
2377-242,rembrandt,1631,self-portrait-with-fur-hat-and-dark-coat,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5WK8CuSB69k=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oElrHDyPqAo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qMo1evaSHL4=
2377-243,rembrandt,1631,self-portrait-with-loose-hair,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1lTFL_W10KU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=sgRgnuzM0Wg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=VJ9N3NZPhOY=
